	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
Ge	2.8380220597347874	1.942098914354644	2.504574565416285	2.3473133830236956	2.630634939614971	2.0654044750430294	2.6917275786054065	2.631225667874882	1.741322030014893	3.056713401540988	2.23342939481268	1.7289394291018798	1.8688293370944993	3.1091011871113623	2.1101992966002343	2.2244030094864247	2.4435102469784553	1.4549653579676673	1.7595628415300546	2.927261975162626	1.0692124105011933	1.8743491843110032	2.4661144578313254	2.44457077885162	1.495000485389768	1.9862728785357737	2.280701754385965
Er	2.590159871111662	2.3522316043425815	3.4881061299176577	3.22616531316053	3.168719359081669	3.707136237256719	3.144216266388212	3.0473889112632566	4.6053385267499145	4.420866489832007	3.962536023054755	4.096077976328615	4.078514339445228	4.386659129451668	6.703612916977512	4.950387089739396	5.189174986862848	4.734411085450346	4.2076502732240435	4.740784545633748	4.5250596658711215	5.0069420340159665	4.6780873493975905	4.604889141557703	4.028735074264635	5.293261231281198	5.469556243550051
S	2.552980542818193	2.870928829915561	2.92772186642269	3.493158304594504	3.192634222169078	4.46180325698398	5.348648335073674	5.396697543294402	4.181464085233131	5.443981306050272	6.472142170989434	6.080297052680436	5.242125058768218	4.951950254381006	6.298625173185549	5.179369752480645	6.673673147661587	6.87066974595843	7.344262295081967	7.559629410605165	5.498806682577566	5.900728913571676	6.080572289156627	8.394921356831533	7.135229589360256	6.3019966722129785	7.977296181630547
P	2.552980542818193	2.6417370325693605	2.6532479414455628	2.3473133830236956	3.2882936745187137	5.481265722229578	3.828750435085277	4.389850986709625	4.307480811089472	4.850322091701402	5.391450528338136	5.302854490601067	6.276445698166431	7.066139061616733	6.181391878929979	7.578235743103261	8.315817130846034	9.907621247113164	10.579234972677595	8.387541888428936	10.37708830548926	9.319680666435264	7.435993975903614	9.512980860337313	9.047665275215998	10.17054908485857	8.637770897832818
F	2.540587433387037	2.4607961399276235	3.5567246111619397	2.447435754811436	2.7382518235083104	3.654177148153052	4.872955099199443	5.034232782923882	4.341849009050292	4.142983453328282	4.4788664745437075	4.618240891158042	5.3361542078044195	5.879027699265121	6.160076734519877	9.224730127576054	8.184445612191277	10.080831408775982	7.584699453551913	8.702937118076088	9.107398568019093	10.230822631030891	8.85730421686747	7.996967974227781	8.581691097951655	8.496256239600665	11.093911248710011
Zn	2.453835667368943	1.6767189384800965	1.7497712717291856	1.1013460896651461	1.6979552792060266	1.8668078909042767	2.3436593572340176	0.7786280037588938	2.039179745675335	1.62940507768094	2.533621517771374	2.0422371779995356	2.1274094969440527	3.5500282645562464	2.8988596397740594	2.4970014175117217	3.0346820809248554	2.4942263279445727	5.3224043715847	2.7301399566331557	4.486873508353222	3.99166955918084	4.348644578313253	3.4394542353610005	2.7958450635860594	4.222129783693843	2.7347781217750256
Ho	2.243152807039286	2.3642943305186974	2.1614821591948763	2.5030592946935144	2.379528877197178	2.343439692837283	1.6591251885369533	2.0539669754329437	2.1193722075839156	1.9451812555260832	2.797790585975024	2.3787421675562777	2.5035260930888574	2.430751837196156	1.9290205691143556	2.464289608548686	2.9033105622700996	2.655889145496536	2.3825136612021858	3.0849595899862017	2.6634844868735086	3.2801110725442553	2.579066265060241	2.965700208451772	2.87350742646345	2.9846089850249586	2.4458204334365323
Pb	2.23075969760813	3.3293124246079615	1.7497712717291856	1.746579152297252	1.8653593208178882	2.330199920561366	1.461886529759833	1.4230097999731508	2.955665024630542	2.6019957054439815	2.4855907780979827	1.4156416802042238	2.150916784203103	1.6958733747880157	2.0355962911648726	1.8100534292879729	2.088807146610615	0.6812933025404158	0.8306010928961749	1.1630199093238713	1.0596658711217184	1.2842762929538354	1.6754518072289157	0.691680879287474	1.4173381225123773	0.894342762063228	0.6811145510835914
Li	1.9457181806915353	1.3751507840772015	1.646843549862763	1.312715541217043	1.8414444577304796	1.3504567721435192	2.401670727462583	1.664652973553497	1.867338755871234	2.159909056460781	2.0292987512007685	1.972615456022279	2.456511518570757	2.724703222159412	2.9734626452094215	3.423836004797732	3.586442459274829	3.0600461893764432	2.5245901639344264	4.356396609501282	4.05727923627685	3.609857688302673	3.1720632530120483	3.0794011749099868	3.53363751092127	2.922212978369384	5.067079463364292
In	1.834180195811129	0.6272617611580217	0.3545288197621226	0.8121036822783402	1.2674877436326677	1.085661326625182	1.937579765634064	0.6712310377231843	1.5236567762630313	1.7430845017051912	1.2247838616714697	1.7869575307495937	1.0460742830277385	1.3793103448275863	1.438772247681978	0.9704503325700577	1.5764582238570677	0.7736720554272517	0.9180327868852459	1.6952493593534397	1.2983293556085918	0.8503991669559181	1.3930722891566265	1.1559598256585182	0.6795456751771672	1.1023294509151416	1.5376676986584106
